name,id,categories,lat,long,checkins
Sal's Trattoria & Pizzeria Lounge,4c5b55917f661b8ddcc1451c,Italian Restaurant,40.7904356684,-74.015245615,653
JaYuIn - 자유인,4af39e9df964a520f4ee21e3,Bar,40.8491365977,-73.9968022149,1453
Lost Boys MC,4fdd6a6de4b06f69853c1c41,Other Nightlife,40.810818258,-74.0145111265,19
Harlem's Floridita,50cd10ffe4b0981e0a1a1c9e,Cuban Restaurant,40.8180046082,-73.9609680176,509
G Bar,4c831b9adc018cfa9a53d66c,Karaoke Bar,40.819380781,-73.9270926774,836
Le Chéile,4e77e40118387f865961f673,Café,40.8513778822,-73.9400804043,4169
Platinum Pleasures,505d49a5e4b08ab5c263d9b0,Sports Bar,40.816000224,-73.8935634722,53
Malibu Terrace Deck,4bf044213a002d7fb1e785a4,Bar,40.8284885409,-73.9262723923,1177
The Dungeon,51ae4158498efa56b0207494,Sports Bar,40.8573734908,-73.8869947472,294
SiscoVanilla's Lab,5114271fe4b015c9fbfbfc94,Other Nightlife,40.8174858093,-73.8576049805,25
Ling's Domain,4f2b3d85e4b06f8245f8f320,Lounge,40.8595012795,-73.8557386099,748
Throggs Neck Clipper,4b477f53f964a5200b3426e3,Bar,40.8290380325,-73.8243856064,684
Jimmy Ryan's,4a98d51af964a520492d20e3,Dive Bar,40.8440734181,-73.8301925192,1165
le trapeze,4f418974e4b029502a4c52f5,Lounge,40.8145523071,-73.8360214233,3
Uno Chicago Grill,4ada577af964a520932121e3,American Restaurant,40.8306665152,-74.1395397331,3500
Renaissance Meadowlands Concierge Lounge,4e5ccbd062e1ef715a50731a,Hotel Bar,40.8111783029,-74.1034698486,44
Railroad Café,4bad4a4bf964a5209b423be3,Bar,40.828445674,-74.1001689103,874
Stiletto,4c353d0b16adc9280099c69c,Strip Club,40.828762796,-74.0812175046,420
Weehawken Elks,4c744da42db5236ab4fbb979,Bar,40.7794423001,-74.012324859,288
705 Lounge,4f27b226e4b015cb4e0dccba,Bar,40.8289576286,-73.9796368959,603
Tonnelle Wine & Liquors,4cc36edbb2beb1f762b9164c,Karaoke Bar,40.8104210506,-74.0130593559,262
Paddy's,4b2dc392f964a52028db24e3,Bar,40.8146035208,-73.9589974592,1558
The Hudson River Cafe,4a3d29e6f964a520e6a11fe3,American Restaurant,40.82013,-73.959088,4233
Harlem BBQ,4af74d44f964a520290822e3,BBQ Joint,40.8115190627,-73.9502726727,1705
Heights Tavern,51c23694454a225597fd4ae7,Bar,40.8381809502,-73.9415073395,1722
Black Falcons M.C.,4cefc8d30acea35d4860f0ae,Nightlife Spot,40.810669997,-73.9016764613,81
Coogan's,3fd66200f964a52080e81ee3,American Restaurant,40.8415358603,-73.9395842726,6507
The Bronx Beer Hall,50e600a4526287052c53bb99,Bar,40.8540559055,-73.8888072968,1060
Skyline Bar & Lounge,526348c3498e9055a723eda9,Lounge,40.8529541728,-73.8426615842,65
AMF Wallington Lanes,4ba032ecf964a520096137e3,Bowling Alley,40.8466690168,-74.1101256636,3647
Lexus Gridiron Club,4c727e371b11199c42115913,Bar,40.8135493905,-74.074652195,866
TGI Fridays,4b5b4bd6f964a52071f228e3,American Restaurant,40.84859425,-74.07643318,5367
NYC Skyline From Jersey,51d73ffe498e78da552ac211,Other Nightlife,40.811102019,-74.0601071605,54
Ozbar,4e92555bd22d95ed0d553aac,Bar,40.822028,-73.99038295,769
Sean + June Bar & Kitchen,4fe655ebe4b0116a383c8ea6,Gastropub,40.8229494899,-73.9878725381,943
Spirit Lounge,4bb2b5a44019a593643f37b8,Hookah Bar,40.81413152,-73.983247,1750
Toast Uptown,3fd66200f964a52067e81ee3,American Restaurant,40.814755,-73.958872,4735
Max SoHa,3fd66200f964a52006e91ee3,Italian Restaurant,40.811205,-73.957782,1837
Tio Luca Cocina & Vino Bar,51b3f56c7dd23d8b83b48211,Tapas Restaurant,40.8117467221,-73.9427947998,162
Jim Beam Suite Lounge,4c86dd8f51ada1cddaa54310,Sports Bar,40.8294131395,-73.9273223096,1521
Giovanni's Restaurant,4b4653b4f964a520b41d26e3,Bar,40.819472679,-73.9271494746,1838
Vega Alta,4aa71d89f964a520fa4b20e3,Bar,40.8278914787,-73.9247217094,1045
Area 98,4e824f2c55037c6fb2274fa2,Bar,40.8472868475,-73.832168324,1337
Shamrock Inn,4cc221ee91413704611db255,Bar,40.8460843563,-73.831933,773
The Shannon Rose Irish Pub,4a90a5caf964a520f01820e3,Irish Pub,40.8253061344,-74.1381025314,14315
Red Robin Gourmet Burgers,4c4b8380bad7a5934110efab,Burger Joint,40.8272708013,-74.1346049309,7956
The Fiesta,4bdc9c9fccf52d7f0890786d,Cocktail Bar,40.8459054781,-74.0783207084,2043
Dragonfly Marina Bar And Grill,4cafcca7cbab236aeb469b73,Nightclub,40.8076959728,-74.0605202115,907
The Claw,4fa9520be4b022fdec603416,Strip Club,40.786175532,-74.0312487279,10
Maria Mentiras Bar & Grill,50dca756ebca321cfefb2ea9,Latin American Restaurant,40.7711737346,-74.0283465385,170
Vareli,4b93503af964a520a43f34e3,Mediterranean Restaurant,40.8051235852,-73.9660516199,3333
the 'dam,4f56ac7ce4b0c3b3a77ca3d5,Bar,40.8026549595,-73.9642378815,1593
Amsterdam Restaurant & Tapas Lounge,46cf42a9f964a520464a1fe3,Tapas Restaurant,40.80896,-73.9596,3002
Moca Lounge,4ad7edadf964a520251021e3,Lounge,40.806373149,-73.9538429948,1853
Cove Lounge,4fa5a8d5e4b054830719e405,Lounge,40.8087533885,-73.9451983393,1160
Charlies Bar & Kitchen,52a79fbc498e07819893749d,Cocktail Bar,40.8077527664,-73.9293373202,117
The Grange Bar & Eatery,51b15855498e85fb32404731,Cocktail Bar,40.822562683,-73.9495838569,1793
Sin City Gentlemen's Cabaret,4c16b4f5cd4bc9b698d74eeb,Strip Club,40.8121495718,-73.9304510208,3574
Delta SKY360° Suite,4c9ff17103133704920477d5,Lounge,40.829472027,-73.9268515633,2633
Audi Yankees Club,4bf4a31894af2d7f3ae63a72,Lounge,40.8304571725,-73.9263635874,2360
Mohegan Sun Sports Bar,4ba508aff964a5206dd338e3,Sports Bar,40.829564,-73.927583,2534
The Oven,4eed3a127beb9f550a6d8af0,Lounge,40.8195092159,-73.8794517517,16
group home headquaters,536d5913498e33148dcfbb9f,Speakeasy,40.811966,-73.860802,1
Tropicana Theatere & Lounge,4bb2d8f214cfd13abf7c15ab,Lounge,40.8408734554,-73.8798228717,642
Sapitos sports grill,4f0760c5e4b05f830c649851,Bar,40.8372868375,-73.8342819538,524
Legendary Bar and Restaurant,4d9cc174baae548104a4e264,American Restaurant,40.8308964492,-73.8264131631,697
Bruckner & Castle Hill Liquors,4e34417963657eebff440be8,Other Nightlife,40.8275062327,-73.8500976562,225
McDermott's Pub,4d5f3bc6196ba093879f0b56,Pub,40.8427031599,-73.8460271204,605
"Bronx, NY",4cf4830ae3b9a09323754f53,Speakeasy,40.8408029405,-73.8297560015,51
Emerald Corner,4b3311eaf964a5206c1725e3,Bar,40.827715498,-74.1314769875,2363
Rockafella's Sports Bar & Grill,4c59b0f967ac0f47a4dd044c,Bar,40.8401825072,-74.1008743889,1092
The Graycliff,4ba54a11f964a5209ef638e3,Event Space,40.8342914234,-74.0532687397,1303
Wild Rover Irish Pub,4b512a16f964a520844527e3,Pub,40.79338155,-74.00259,1496
The Squeeze Lounge,4b94757bf964a5204f7a34e3,Strip Club,40.7595667341,-74.028081492,1653
HAVEN Riverfront Restaurant & Bar,52548d8d498ece014717e38e,New American Restaurant,40.803368,-73.990922,255
Beyoglu Cafe & Lounge,51e89fa3498ea81b8d4f9f9d,Hookah Bar,40.812395,-73.98861,1131
The Abbey Pub,40f32600f964a520710a1fe3,Bar,40.8005103345,-73.9676357573,3139
Suite,4391dab8f964a520632b1fe3,Gay Bar,40.802403,-73.964383,3112
The West End Lounge,424de080f964a520af201fe3,Bar,40.8023040839,-73.9679858728,2985
La Bodega 47 Social Club,52f1b86c498e1692de481d92,Cocktail Bar,40.8034635619,-73.9487171173,150
Layali Dubai,4ed859590aaf49e02718d9d6,Middle Eastern Restaurant,40.7686404398,-73.9109839765,668
Anheuser-Busch of New York,4bfd33b48992a59359b8abb0,Wine Bar,40.8060367446,-73.8702446494,157
Vapor Lounge,531c1088498e84796335a0a8,Hookah Bar,40.8260008098,-73.8215194215,33
The Wicked Wolf,4b5a3c87f964a5207fb628e3,Pub,40.819719,-73.817414,1765
King's Tavern,51313aebe4b0dc2004bf636d,Speakeasy,40.8078202683,-74.1065467992,11
Taos Restaurant,4a3444b1f964a520029c1fe3,Bar,40.8373630866,-74.0998305091,2312
"Hookah Time, Inc.",4c449d7e74ffc9288fce75cc,Hookah Bar,40.797871,-74.059622,1052
Las Tapas de España,4b63785af964a520587c2ae3,Spanish Restaurant,40.8020829347,-74.0064382553,2150
Waterside Restaurant & Catering,4c13eff2b7b9c928837eaa37,Restaurant,40.7949119645,-73.9939729986,2012
Toast 105,49dbc81ff964a520035f1fe3,Burger Joint,40.800364,-73.9679327167,4342
Broadway Dive Bar,40a2ba80f964a520fbf21ee3,Bar,40.797968,-73.969418,2290
1020 Bar,3fd66200f964a5205be81ee3,Bar,40.803132,-73.964,6760
Village Pourhouse,4a3f055ff964a520a4a31fe3,Sports Bar,40.8022647941,-73.9643756344,11504
Havana Central at The West End,4a886be4f964a5205d0620e3,Cuban Restaurant,40.8064786208,-73.9650930958,7321
Bier International,4c0eff27cd8eb71322b8ef94,Beer Garden,40.8026782168,-73.9564948634,6261
The Park 112,51f69f9950192a595c5ba99a,Cocktail Bar,40.8017093483,-73.9571714401,579
67 Orange Street,4ade4af8f964a520b67421e3,Cocktail Bar,40.8022697271,-73.9568549395,3185
Vinatería,50de1112498edccad97ae46a,Wine Bar,40.8064041006,-73.9540151951,1159
The Glitter Lounge,5053f54ee4b09ebc6e93cbe2,Gay Bar,40.7938881281,-73.9426955649,471
Barawine,51fc3376498ed77401d4b80f,Wine Bar,40.8044848738,-73.9476666403,838
Harlem Public,4f0c74ede4b0f615a3725efd,Bar,40.8286509045,-73.9485454559,6763
Hard Rock Cafe Yankee Stadium,4ab659aff964a520b17620e3,American Restaurant,40.8283911225,-73.9261007309,7751
Yankee Tavern,3fd66200f964a520def01ee3,Sports Bar,40.827334,-73.92513,3362
Hops,4e56d0bcc65bf822645924f6,Beer Garden,40.8335017907,-73.8288657322,2176
Taqueria Tlaxcali,4b4929d2f964a520656826e3,Mexican Restaurant,40.8360928451,-73.8549862881,1024
Vesta Wood Fired Pizza & Bar,4d348bc5329e5481ec21c31d,Pizza Place,40.8340015256,-74.0901944221,1938
Smith's Dungeon,5025c60ae4b0352ef8be01e9,Speakeasy,40.7946514088,-74.0627575558,45
Mundo's,4fc8403fe4b03c0375554447,Sports Bar,40.8027430018,-74.0598891609,51
Pier 115 Bar & Grill,51d88578498ef3b3e9b5e975,New American Restaurant,40.8035914395,-73.9877807141,1393
B. Cafe West,4a494688f964a52029ab1fe3,Gastropub,40.7885995011,-73.974276365,2939
Amsterdam Tavern,4d86ae0a99b78cfa7b2bea1f,American Restaurant,40.800689,-73.965565,5131
Lion's Head Tavern,424c8f00f964a5209e201fe3,Sports Bar,40.8023948572,-73.9642493609,6471
The Heights Bar & Grill,424de080f964a520b6201fe3,Restaurant,40.805097,-73.966071,8275
Ding Dong Lounge,3fd66200f964a52060e81ee3,Bar,40.7988408758,-73.9630612383,4218
Cantina 1838,522e46a111d29f4e62135e9a,Mexican Restaurant,40.8001957461,-73.9548876746,761
The Lexington Social,4c2d489a3a4d0f47e8b3e386,Bar,40.7905661845,-73.9475690569,2415
Prime One 16,51803250e4b085cc900cab51,Bar,40.79620474,-73.9355314811,307
Lenox Coffee,4eb0d7bc4fc6015c82ea1c3e,Coffee Shop,40.8100901728,-73.9432668686,4230
Stan's Sports Bar,3fd66200f964a520dff01ee3,Sports Bar,40.826772,-73.9263815,8507
The Bachelor's Lounge,517bb4a4e4b0192de1b18e19,Lounge,40.817516,-73.889378,391
Step-In Restaurant,4b2084bdf964a520de3224e3,Diner,40.8341629123,-73.8611376286,1876
Park Tavern & Restaurant,4bcbc76e0687ef3b296edecc,Bar,40.829092,-74.100352,3261
Eros Cafe,4b5bac53f964a520250f29e3,Hookah Bar,40.8278710618,-74.1019067918,3063
Blarney Station Pub,4b7c1604f964a5200a7c2fe3,Irish Pub,40.828888,-74.100579,2403
Pool House Lounge,4df6b16ed1642d7385a4937e,Lounge,40.795657,-74.065215,166
Retro Fitness,4e7e815dbe7b92ffeec504d3,Gym,40.7944250094,-74.0174892302,3399
Añejo,4ec2947729c25ce5a3371338,Mexican Restaurant,40.762783021,-73.993037569,5470
St. James Gate Publick House,49f13760f964a5209e691fe3,Bar,40.784417,-73.977345,4457
Blockheads Burritos,4ec00e278b81127c0b497af2,Mexican Restaurant,40.79075,-73.972611,2398
Five Lamps Tavern,4f1d8d0c77166bf6d1425c4a,Gastropub,40.8010433847,-73.9677500725,4995
Starbucks,4bf9c0985efe2d7fb5c96c34,Coffee Shop,40.793864,-73.972744,5810
Ricardo Steak House,4ad90e1df964a520981721e3,Steakhouse,40.7934636518,-73.9405716253,2817
Camaradas El Barrio,42d84e00f964a5202a261fe3,Bar,40.7955044074,-73.9357955466,3265
Dugout,4bc490c7b492d13af22eaa60,Bar,40.8283974196,-73.9253876501,7221
Billy's Sports Bar,3fd66200f964a520e1f01ee3,Sports Bar,40.8272071462,-73.9260306251,8235
Paddy's On The Bay,4d55435a611aa35d29c23239,Bar,40.8101250997,-73.8035402025,1356
Brewski's Bar & Grill,4f2e27bee4b010c5f6982ad7,Bar,40.8265973209,-73.8225016258,1076
Park Avenue Bar & Grill,4d698d930a25b60c12682690,Other Nightlife,40.7709462589,-74.0229460972,1771
Taylor' s hangout,4f1b7743e4b0850c84498d27,Bar,40.7878574257,-74.0634631743,544
Kilroy's,5296a64f11d2c42380db4317,Bar,40.8263208579,-74.0563552387,433
Burke & Wills,51e773a850190e36800d5ccd,Australian Restaurant,40.7834985225,-73.9795732498,710
The Parlour,3fd66200f964a52064e91ee3,Bar,40.7885466815,-73.9769681278,8143
McAleer's Pub & Restaurant,3fd66200f964a52051e81ee3,Bar,40.7840318155,-73.9777429352,5103
Barley & Grain,52001d38498ebd3217fbe9de,Whisky Bar,40.7839008293,-73.9779151143,954
The Tangled Vine Wine Bar & Kitchen,4b8dc938f964a520ad0d33e3,Wine Bar,40.7844290146,-73.9774100554,4383
Bourbon Street,407dd080f964a5207af21ee3,Sports Bar,40.7833685433,-73.9781999588,7470
5 Napkin Burger,4b67772af964a520ae502be3,Burger Joint,40.7870282486,-73.9775822347,9817
Hi-Life,4a541923f964a52008b31fe3,American Restaurant,40.785677,-73.976498,6538
Dive Bar,3fd66200f964a5205ce81ee3,Dive Bar,40.7939595956,-73.9704883195,9974
Fetch Bar and Grill,40ca4780f964a5200f011fe3,American Restaurant,40.782791,-73.950917,5439
Kinsale Tavern,3fd66200f964a52008eb1ee3,Bar,40.783731985,-73.9504430376,5443
Barking Dog Luncheonette,3fd66200f964a520cde81ee3,Diner,40.783883,-73.9503932152,4245
Earl's Beer & Cheese,4d1e8f8e5acaa35dfb7eb835,Bar,40.7874053417,-73.9519660009,5048
Corner Social,4f628d17e4b0ce431b69bafc,American Restaurant,40.8085341591,-73.9451237158,7695
Tosca Café,4b4b9f1df964a5201fa226e3,Bar,40.8190829518,-73.8173639774,3751
TAO Bar And Lounge,4f31d80be4b0d77c28893813,Bar,40.785655002,-73.8479108766,189
City Lounge,4ba24e91f964a520b8eb37e3,Dive Bar,40.81109,-74.12251,1850
The Cove Club,4e2a2d8c45dd3272c8053cae,Bar,40.7896578875,-74.0751944131,167
Victory Sports Bar and Club,52a29c8711d269739cb46b11,Bar,40.820186664,-74.0714657364,117
Tolani Eatery & Wine,4ca285afd5a2a143bfaf4190,Tapas Restaurant,40.783508,-73.978031,2988
Blondies,3fd66200f964a52044e81ee3,Sports Bar,40.7834599735,-73.9791031452,10489
The Dead Poet,3fd66200f964a52015e31ee3,Bar,40.78482,-73.977128,10680
Dylan Murphy's,4a18b5e7f964a520e0791fe3,Bar,40.776336,-73.95584,4853
The Gael Pub,44113ab4f964a520c8301fe3,Pub,40.7766598545,-73.9556166512,5218
Genesis Bar & Restaurant,45fbbe93f964a52061441fe3,Sports Bar,40.779525443,-73.9505080175,5539
Off The Rails,4e320d2de4cd60250188c58d,Pub,40.7813375646,-73.9493657315,4663
Merrion Square,40df5f80f964a52094011fe3,Pub,40.7834759832,-73.9475575765,4277
ABV,4f0f2da5e4b01660de447b3b,Wine Bar,40.7866205882,-73.9504907971,4463
Harlem Tavern,4deffce2b0fbfee72f3cacde,American Restaurant,40.8047420239,-73.9554387123,17044
Winterfel,4f71e5b6e4b0125a71532f44,Brewery,40.7832087813,-73.8427247603,226
10 Points KTV,507b1800e4b0602b6389514f,Karaoke Bar,40.7814638836,-73.8411970411,164
Euro Lounge Café,4b3a1314f964a520c86025e3,Lounge,40.7918196282,-74.1420227134,1225
Crossbow's,4d11595290d0a14301349d09,Home (private),40.8004855387,-74.0593871874,1287
Marty Gras,4bb9815198c7ef3b25293202,Bar,40.8001373728,-74.116594976,403
Blue Room Lounge,4d69b01db6f46dcb796226b2,Bar,40.7702617606,-74.0581164712,287
Redd's Restaurant,4bab7b51f964a520c5ac3ae3,American Restaurant,40.81749624,-74.0658553735,2292
Brother Jimmy's BBQ,49f15227f964a520a5691fe3,BBQ Joint,40.7841329847,-73.9776224098,12014
Dive 75,4133bf80f964a520b31a1fe3,Bar,40.7794718036,-73.9776970208,8164
Dakota Bar,4ec68ffb4690116a8afb13cf,Wine Bar,40.7773747884,-73.9787989641,2089
Amsterdam Ale House,49ef2aabf964a52083681fe3,Pub,40.781203,-73.979929,10868
George Keeley's,3fd66200f964a5200ce91ee3,Pub,40.785953,-73.976422,9693
Fred's Restaurant,44281118f964a520ba311fe3,American Restaurant,40.7855722,-73.976527,9454
Osteria Cotta,4d68839467a8f04df7ee01be,Italian Restaurant,40.7855350094,-73.9728587264,5371
Jake's Dilemma,3fd66200f964a52042e81ee3,Dive Bar,40.7842862724,-73.9775592775,16743
Prohibition,3fd66200f964a5203be81ee3,Bar,40.7853244941,-73.9729333392,7442
Brandy's Piano Bar,3fd66200f964a520ddea1ee3,Piano Bar,40.7769342529,-73.9536523819,4546
Heidelberg Restaurant,439e1fd8f964a520092c1fe3,German Restaurant,40.7775644901,-73.9519545207,4386
Molly Pitcher's Ale House,45fe3c08f964a52083441fe3,Bar,40.7771594935,-73.9523678054,5258
City Swiggers,4e95c2f5108168120ad2f07e,Food & Drink Shop,40.7771454895,-73.9507448673,2976
Drunken Munkey NYC,5272ca4511d22488f6895caf,Indian Restaurant,40.7811101134,-73.9476442337,382
The Auction House,3fd66200f964a520cee81ee3,Bar,40.779611,-73.949873,4343
The District,50d28335e4b0c590548c5776,Bar,40.7839658826,-73.9501865708,3332
Rocky McBride's,4f500d15e4b080724525f0f3,Sports Bar,40.776174,-73.915098,2140
Crescent & Vine,470b8bb9f964a520784b1fe3,Wine Bar,40.7787041935,-73.9143476666,2205
No Partners,4e2248e67d8b71715bb4bb20,Bar,40.7783641,-73.909139,626
Dish restaurant,50316268e4b0b49bb64a280a,Bar,40.7783634165,-73.8469804871,41
Happy Hauman Hacienda!,4fb81658e4b0c241c40e020d,Home (private),40.7658690172,-74.0241367178,479
Sinbad Cafe & Grill,4beb5917b3352d7f307156d2,Middle Eastern Restaurant,40.7977491961,-74.0655742773,406
Charlie's Corner,4c2fefa9213c2d7fedd0315d,Bar,40.7894651081,-74.0565097332,522
American Retro Bar & Grill,4c7afff5278eb71348425e80,Bar,40.7662340174,-73.9942427228,5556
Pier I Cafe,4a35a6fef964a520459d1fe3,American Restaurant,40.7798265111,-73.9888858795,10380
AG Kitchen,4fe5f6c2e4b0c7d6bb0c3404,Cuban Restaurant,40.7778087226,-73.9785808717,3476
The Empire Hotel,49cacfb5f964a520e6581fe3,Hotel,40.7712793621,-73.9819335938,12577
The Gin Mill,40fc6080f964a520250b1fe3,Bar,40.784599125,-73.9773584016,18979
Roof Garden café,4fd24084e4b0753b254afa94,Scenic Lookout,40.7786557506,-73.9645593048,2565
Bemelmans Bar,3fd66200f964a520cdea1ee3,Hotel Bar,40.7745806581,-73.963371184,3526
Vella,51ce3280498e3b445435e5d6,Wine Bar,40.7720737709,-73.9559954883,799
Hi-Life Restaurant & Lounge,3fd66200f964a52058e91ee3,American Restaurant,40.7730018798,-73.955540657,5604
Sojourn,4be1fe8b660ec9282567c83b,Tapas Restaurant,40.7735211789,-73.9555420317,3489
Johnny Foxes,49dce835f964a520bc5f1fe3,Bar,40.7743854496,-73.9542562754,6621
Dorrian's Red Hand,3fd66200f964a5206fe81ee3,Burger Joint,40.7763330374,-73.9526867867,8459
East End Bar & Grill,4aaaf5cdf964a520475820e3,Sports Bar,40.777423,-73.948947,7918
The Uptown Restaurant & Bar,40de0e00f964a52089011fe3,American Restaurant,40.780482,-73.952901,7995
Infirmary,529969ff11d2974912c8aa89,Cocktail Bar,40.780140348,-73.9502554523,704
Manny's On Second,4ad0c792f964a520bed920e3,Sports Bar,40.7819085717,-73.9486826527,7801
BARn,4aa2ea4af964a5209b4220e3,Bar,40.7695628938,-73.9278361201,1075
Mosaic,4dc0d82fae60533f34e50308,Lounge,40.7746400584,-73.9184390008,4106
The Burrow,522bea5c11d2be371d72dd2b,Home (private),40.7705929545,-73.9183463601,569
Republic,5359c469498ea7fca682b088,Lounge,40.770282,-73.914701,62
Central Lounge,41366280f964a520cd1a1fe3,Sushi Restaurant,40.7759918046,-73.9024543762,3400
Jet Rock Bar & Grill,4b155e59f964a520baab23e3,Bar,40.774984345,-73.8741517067,1040
7th Gear,4d3f94f746775481b04150f4,Bar,40.78221722,-73.84606,462
Level Royal,52c91abb498e029759200b51,Nightclub,40.7814186153,-73.8410419712,20
The Stone Tavern,4c8982a7cb08ef3b685c2dc1,Bar,40.7883075756,-73.8160657883,1954
Pepsi,4be8cb02d837c9b6f8d0a506,Strip Club,40.7833941856,-73.8501047408,520
New Jersey Beer Company,4c1bf6e4b9f876b082257b46,Brewery,40.7834725905,-74.0358101435,655
Trolley Car,4effcedb30f89923324d9050,Bar,40.7384202634,-74.046590715,1021
Pourhouse 17,4e697b4a62e1cd1d544911cf,Bar,40.797249,-74.1267,1420
37 Jump Street,52a3c022498e085700c9d7af,Beer Garden,40.7942792311,-74.1222955857,67
Urban Plum,4c584ac82308be9af1105b6c,American Restaurant,40.7864455208,-74.0444966125,496
Oasis Bar & Grill,4d002365202e224b38f6b12a,Italian Restaurant,40.7929782291,-74.0627632926,561
DC's Tavern,45c1e0c6f964a52030421fe3,Dive Bar,40.747297,-74.035955,1572
Oneils Pub,4b77a1a0f964a520cea42ee3,Bar,40.7822284246,-74.1381634712,1340
Whiskey Cafe,4b50a898f964a520dd2b27e3,Bar,40.8061807345,-74.1040977614,2331
Tiki Lounge,50426097e4b0b5223e156e6b,Lounge,40.7973640173,-74.0534580617,539
Farside,49e8d1a7f964a52097651fe3,Bar,40.7431624019,-74.0289995368,4053
Atlas Social Club,5231165511d2052fadd8f407,Gay Bar,40.7639716204,-73.9885726949,2320
Lincoln Park Grill,4a417310f964a52052a51fe3,Sports Bar,40.7674265034,-73.9860073539,10858
Kashkaval Cheese Market,49e6ab3cf964a52064641fe3,Wine Bar,40.7668266094,-73.9862465858,7202
Bar Nine,3fd66200f964a5209ce71ee3,Dive Bar,40.7656852262,-73.9873962005,7906
Blue Ribbon Sushi Bar & Grill,4a20a2e9f964a520af7c1fe3,Sushi Restaurant,40.7676529121,-73.982925456,7421
Stone Rose Lounge,41521200f964a520101d1fe3,Lounge,40.7682426814,-73.9819096241,11145
JW Marriott Essex House New York,4b18552ef964a52009d123e3,Hotel,40.766241554,-73.9786291122,11381
P.J. Clarke's,4ab2a782f964a520c86b20e3,Burger Joint,40.7719618745,-73.9826202393,15953
Boat Basin Café,40ede000f964a5203c0a1fe3,Beer Garden,40.785675637,-73.9845085144,22175
Iggy's,3fd66200f964a520e0e71ee3,Karaoke Bar,40.7712010858,-73.9562997054,4308
MXco,4b43d070f964a520caea25e3,Mexican Restaurant,40.772512,-73.95556658,5858
Rathbone's,3fd66200f964a520dbe81ee3,Pub,40.7793201378,-73.9506859609,8099
Mad River Bar & Grille,3fd66200f964a52073e81ee3,Pub,40.7761672,-73.9561516,8714
Third Avenue Ale House,50a2825883026af7a30e4b5f,Bar,40.7826374053,-73.9509916306,3971
Astoria Brewhouse,4b527fdcf964a520028027e3,Bar,40.7673219131,-73.9212484473,5463
Ditmars Station Pub & Restaurant,4ca7d69644a8224b71931140,Sports Bar,40.7749025865,-73.9121372982,3888
Astoria Tavern,51f2b19f498e19dae32cad77,Pub,40.7731697299,-73.9115631724,791
Bowery Bay,533b5c3a498ee6c813ececf5,Bar,40.7805394213,-73.9167302433,177
New York LaGuardia Airport Marriott - Hotel Bar,4f519e76e4b0061513b78d77,Hotel Bar,40.7708655239,-73.8652888268,2057
Empire Bar,4c6d6878f338236a3280071b,American Restaurant,40.7692058074,-73.8670920027,470
Parkside Pub,4b933a6df964a5203c3c34e3,Bar,40.776932,-73.8176697493,446
California Red,4cf9d87ed8468cfa2f0eea6b,Karaoke Bar,40.7611234292,-73.8311459623,363
360 Lounge,4ce8e440d99f721e346cb373,Lounge,40.76064316,-73.8333285257,558
Tonic Bar @ Spa Castle,4d35c4b82c76a143bf2392c7,Brewery,40.787606,-73.83682,141
Copper Mine Pub,4a91dee5f964a520301c20e3,Bar,40.7915150049,-74.1312246627,3031
McMahon's Brownstone Ale House,44f98658f964a52063381fe3,Bar,40.750294,-74.030907,1027
Tilted Kilt,4e9b52c4f5b9d59004e66ae9,Pub,40.7482346836,-74.0387649645,3863
Cypress Point,4eafed20f7900d57e4937944,Residential Building (Apartment / Condo),40.7537916548,-74.0315008163,820
Mamajuana Café,50f889cde4b03f846325c00b,Latin American Restaurant,40.7817229333,-74.0473996635,620
Plank Road Inn,4bd26c4a9854d13a4ccffb4d,Bar,40.799021,-74.058392,4957
Ink48 Hotel,4a9f2ec3f964a520d73c20e3,Hotel,40.7645044277,-73.9958094115,10641
Stage 48,50bacc5ae4b054161cb7f1f0,Nightclub,40.7647521799,-73.9957233301,4995
Brickyard Gastropub,4ba29cfdf964a520490938e3,Bar,40.7649185091,-73.9877864531,9857
Jasper's Taphouse & Kitchen,531b8bb8498efc58d3204a87,Bar,40.7641772768,-73.9886128677,627
Mother Burger,4a3304bcf964a520f29a1fe3,Burger Joint,40.7624048724,-73.987654456,12728
Alfie's Bar & Kitchen,503920e5e4b0fba092d5e890,Bar,40.7653256112,-73.9875339368,6167
54 Below,4fc13376e4b0557038f203f2,Performing Arts Venue,40.764802562,-73.9837691089,4078
Hudson Common @ the Hudson,5112c54216489f91a8225bca,American Restaurant,40.7683704808,-73.9849162102,4129
The House of Brews,49f4c2a2f964a5204c6b1fe3,Beer Garden,40.7631853785,-73.9860819616,12078
Iguana NYC,3fd66200f964a520c9e71ee3,Mexican Restaurant,40.7641613154,-73.9833068848,6722
The Roof,5314de2f498e8cb0eb67f5cd,Cocktail Bar,40.7645161852,-73.9784373897,386
Kingside,52375a0711d2eedd30ff6a8e,Cocktail Bar,40.7647473821,-73.978362779,1314
The Empire Hotel Rooftop,4b1bf775f964a520d0ff23e3,Lounge,40.7714337405,-73.9824700356,21709
Pazza Notte,429cfa80f964a520ad241fe3,Italian Restaurant,40.7633418854,-73.9779380714,7386
Subway Inn,3fd66200f964a52011e81ee3,Dive Bar,40.7628123758,-73.9675194025,6937
Pig 'n' Whistle,41536380f964a520151d1fe3,Bar,40.7593301993,-73.9681924981,7795
